,Date,Count,WeekDate,WeekCount
485,2016-03-28,7095.0,2016-03-28,45365.0
486,2016-03-29,2779.0,2016-03-28,45365.0
487,2016-03-30,9647.0,2016-03-28,45365.0
488,2016-03-31,3798.0,2016-03-28,45365.0
489,2016-04-01,12161.0,2016-03-28,45365.0
490,2016-04-02,1803.0,2016-03-28,45365.0
491,2016-04-03,8082.0,2016-03-28,45365.0
492,2016-04-04,6340.0,2016-04-04,48900.0
493,2016-04-05,7898.0,2016-04-04,48900.0
494,2016-04-06,3204.0,2016-04-04,48900.0
495,2016-04-07,5321.0,2016-04-04,48900.0
496,2016-04-08,11085.0,2016-04-04,48900.0
497,2016-04-09,1722.0,2016-04-04,48900.0
498,2016-04-10,13330.0,2016-04-04,48900.0
499,2016-04-11,8830.0,2016-04-11,50389.0
500,2016-04-12,9553.0,2016-04-11,50389.0
501,2016-04-13,8639.0,2016-04-11,50389.0
502,2016-04-14,6904.0,2016-04-11,50389.0
503,2016-04-15,4104.0,2016-04-11,50389.0
504,2016-04-16,2620.0,2016-04-11,50389.0
505,2016-04-17,9739.0,2016-04-11,50389.0
506,2016-04-18,6231.0,2016-04-18,40817.0
507,2016-04-19,2290.0,2016-04-18,40817.0
508,2016-04-20,6665.0,2016-04-18,40817.0
509,2016-04-21,6396.0,2016-04-18,40817.0
510,2016-04-22,3627.0,2016-04-18,40817.0
511,2016-04-23,1830.0,2016-04-18,40817.0
512,2016-04-24,13778.0,2016-04-18,40817.0
513,2016-04-25,7508.0,2016-04-25,68345.0
514,2016-04-26,10355.0,2016-04-25,68345.0
515,2016-04-27,4274.0,2016-04-25,68345.0
516,2016-04-28,10969.0,2016-04-25,68345.0
517,2016-04-29,15142.0,2016-04-25,68345.0
518,2016-04-30,5891.0,2016-04-25,68345.0
519,2016-05-01,14206.0,2016-04-25,68345.0
520,2016-05-02,9330.0,2016-05-02,57731.0
521,2016-05-03,12462.0,2016-05-02,57731.0
522,2016-05-04,4776.0,2016-05-02,57731.0
523,2016-05-05,7829.0,2016-05-02,57731.0
524,2016-05-06,6851.0,2016-05-02,57731.0
525,2016-05-07,9162.0,2016-05-02,57731.0
526,2016-05-08,7321.0,2016-05-02,57731.0
527,2016-05-09,11043.0,2016-05-09,65902.0
528,2016-05-10,10413.0,2016-05-09,65902.0
529,2016-05-11,8013.0,2016-05-09,65902.0
530,2016-05-12,7072.0,2016-05-09,65902.0
