Date,Count,WeekDate,WeekCount
2015-03-23,7091.0,2015-03-23,49355.0
2015-03-24,5875.0,2015-03-23,49355.0
2015-03-25,7769.0,2015-03-23,49355.0
2015-03-26,8418.0,2015-03-23,49355.0
2015-03-27,4539.0,2015-03-23,49355.0
2015-03-28,7323.0,2015-03-23,49355.0
2015-03-29,8340.0,2015-03-23,49355.0
2015-03-30,4950.0,2015-03-30,39374.0
2015-03-31,11239.0,2015-03-30,39374.0
2015-04-01,5999.0,2015-03-30,39374.0
2015-04-02,7128.0,2015-03-30,39374.0
2015-04-03,5144.0,2015-03-30,39374.0
2015-04-04,1674.0,2015-03-30,39374.0
2015-04-05,3240.0,2015-03-30,39374.0
2015-04-06,5630.0,2015-04-06,36438.0
2015-04-07,2019.0,2015-04-06,36438.0
2015-04-08,7433.0,2015-04-06,36438.0
2015-04-09,4232.0,2015-04-06,36438.0
2015-04-10,6099.0,2015-04-06,36438.0
2015-04-11,5761.0,2015-04-06,36438.0
2015-04-12,5264.0,2015-04-06,36438.0
2015-04-13,7558.0,2015-04-13,51815.0
2015-04-14,8944.0,2015-04-13,51815.0
2015-04-15,10847.0,2015-04-13,51815.0
2015-04-16,8564.0,2015-04-13,51815.0
2015-04-17,4031.0,2015-04-13,51815.0
2015-04-18,6222.0,2015-04-13,51815.0
2015-04-19,5649.0,2015-04-13,51815.0
2015-04-20,5505.0,2015-04-20,36031.0
2015-04-21,6372.0,2015-04-20,36031.0
2015-04-22,5883.0,2015-04-20,36031.0
2015-04-23,6509.0,2015-04-20,36031.0
2015-04-24,4191.0,2015-04-20,36031.0
2015-04-25,2373.0,2015-04-20,36031.0
2015-04-26,5198.0,2015-04-20,36031.0
2015-04-27,5620.0,2015-04-27,33422.0
2015-04-28,5608.0,2015-04-27,33422.0
2015-04-29,4455.0,2015-04-27,33422.0
2015-04-30,7801.0,2015-04-27,33422.0
2015-05-01,5032.0,2015-04-27,33422.0
2015-05-02,2578.0,2015-04-27,33422.0
2015-05-03,2328.0,2015-04-27,33422.0
2015-05-04,7086.0,2015-05-04,45536.0
2015-05-05,6989.0,2015-05-04,45536.0
2015-05-06,7182.0,2015-05-04,45536.0
2015-05-07,3608.0,2015-05-04,45536.0
2015-05-08,5874.0,2015-05-04,45536.0
2015-05-09,10225.0,2015-05-04,45536.0
2015-05-10,4572.0,2015-05-04,45536.0
2015-05-11,8448.0,2015-05-11,40054.0
2015-05-12,4857.0,2015-05-11,40054.0
2015-05-13,4891.0,2015-05-11,40054.0
2015-05-14,5125.0,2015-05-11,40054.0
2015-05-15,4600.0,2015-05-11,40054.0
2015-05-16,7726.0,2015-05-11,40054.0
2015-05-17,4407.0,2015-05-11,40054.0
2015-05-18,7473.0,2015-05-18,36849.0
2015-05-19,5408.0,2015-05-18,36849.0
2015-05-20,6987.0,2015-05-18,36849.0
2015-05-21,4538.0,2015-05-18,36849.0
2015-05-22,3703.0,2015-05-18,36849.0
2015-05-23,4008.0,2015-05-18,36849.0
2015-05-24,4732.0,2015-05-18,36849.0
2015-05-25,5651.0,2015-05-25,37391.0
2015-05-26,5205.0,2015-05-25,37391.0
2015-05-27,2848.0,2015-05-25,37391.0
2015-05-28,10781.0,2015-05-25,37391.0
2015-05-29,3948.0,2015-05-25,37391.0
2015-05-30,3299.0,2015-05-25,37391.0
2015-05-31,5659.0,2015-05-25,37391.0
2015-06-01,7187.0,2015-06-01,51742.0
2015-06-02,3877.0,2015-06-01,51742.0
2015-06-03,12960.0,2015-06-01,51742.0
2015-06-04,5347.0,2015-06-01,51742.0
2015-06-05,5286.0,2015-06-01,51742.0
2015-06-06,11714.0,2015-06-01,51742.0
2015-06-07,5371.0,2015-06-01,51742.0
2015-06-08,5046.0,2015-06-08,44999.0
2015-06-09,5802.0,2015-06-08,44999.0
2015-06-10,4193.0,2015-06-08,44999.0
2015-06-11,4589.0,2015-06-08,44999.0
2015-06-12,10195.0,2015-06-08,44999.0
2015-06-13,10021.0,2015-06-08,44999.0
2015-06-14,5153.0,2015-06-08,44999.0
2015-06-15,7022.0,2015-06-15,64872.0
2015-06-16,6812.0,2015-06-15,64872.0
2015-06-17,6408.0,2015-06-15,64872.0
2015-06-18,11148.0,2015-06-15,64872.0
2015-06-19,5816.0,2015-06-15,64872.0
2015-06-20,6695.0,2015-06-15,64872.0
2015-06-21,20971.0,2015-06-15,64872.0
2015-06-22,19558.0,2015-06-22,125841.0
2015-06-23,20117.0,2015-06-22,125841.0
2015-06-24,19114.0,2015-06-22,125841.0
2015-06-25,28166.0,2015-06-22,125841.0
2015-06-26,12228.0,2015-06-22,125841.0
2015-06-27,15317.0,2015-06-22,125841.0
2015-06-28,11341.0,2015-06-22,125841.0
2015-06-29,12972.0,2015-06-29,76943.0
2015-06-30,7375.0,2015-06-29,76943.0
2015-07-01,10109.0,2015-06-29,76943.0
2015-07-02,10859.0,2015-06-29,76943.0
2015-07-03,4695.0,2015-06-29,76943.0
2015-07-04,15992.0,2015-06-29,76943.0
2015-07-05,14941.0,2015-06-29,76943.0
2015-07-06,26810.0,2015-07-06,109332.0
2015-07-07,12349.0,2015-07-06,109332.0
2015-07-08,18827.0,2015-07-06,109332.0
2015-07-09,7886.0,2015-07-06,109332.0
2015-07-10,10359.0,2015-07-06,109332.0
2015-07-11,17849.0,2015-07-06,109332.0
2015-07-12,15252.0,2015-07-06,109332.0
2015-07-13,3089.0,2015-07-13,42548.0
2015-07-14,4558.0,2015-07-13,42548.0
2015-07-15,11666.0,2015-07-13,42548.0
2015-07-16,4555.0,2015-07-13,42548.0
2015-07-17,5420.0,2015-07-13,42548.0
2015-07-18,2480.0,2015-07-13,42548.0
2015-07-19,10780.0,2015-07-13,42548.0
2015-07-20,5174.0,2015-07-20,50244.0
2015-07-21,8749.0,2015-07-20,50244.0
2015-07-22,3236.0,2015-07-20,50244.0
2015-07-23,4990.0,2015-07-20,50244.0
2015-07-24,12319.0,2015-07-20,50244.0
2015-07-25,3893.0,2015-07-20,50244.0
2015-07-26,11883.0,2015-07-20,50244.0
2015-07-27,6043.0,2015-07-27,62591.0
2015-07-28,12437.0,2015-07-27,62591.0
2015-07-29,5228.0,2015-07-27,62591.0
2015-07-30,8757.0,2015-07-27,62591.0
2015-07-31,12158.0,2015-07-27,62591.0
2015-08-01,12669.0,2015-07-27,62591.0
2015-08-02,5299.0,2015-07-27,62591.0
2015-08-03,9983.0,2015-08-03,62139.0
2015-08-04,4908.0,2015-08-03,62139.0
2015-08-05,12274.0,2015-08-03,62139.0
2015-08-06,10714.0,2015-08-03,62139.0
2015-08-07,11137.0,2015-08-03,62139.0
2015-08-08,3088.0,2015-08-03,62139.0
2015-08-09,10035.0,2015-08-03,62139.0
2015-08-10,4989.0,2015-08-10,62603.0
2015-08-11,12573.0,2015-08-10,62603.0
2015-08-12,7136.0,2015-08-10,62603.0
2015-08-13,8792.0,2015-08-10,62603.0
2015-08-14,11185.0,2015-08-10,62603.0
2015-08-15,3670.0,2015-08-10,62603.0
2015-08-16,14258.0,2015-08-10,62603.0
2015-08-17,10760.0,2015-08-17,61109.0
2015-08-18,7340.0,2015-08-17,61109.0
2015-08-19,5926.0,2015-08-17,61109.0
2015-08-20,4169.0,2015-08-17,61109.0
2015-08-21,11441.0,2015-08-17,61109.0
2015-08-22,8485.0,2015-08-17,61109.0
2015-08-23,12988.0,2015-08-17,61109.0
2015-08-24,6549.0,2015-08-24,52572.0
2015-08-25,6932.0,2015-08-24,52572.0
2015-08-26,12268.0,2015-08-24,52572.0
2015-08-27,3957.0,2015-08-24,52572.0
2015-08-28,6381.0,2015-08-24,52572.0
2015-08-29,4395.0,2015-08-24,52572.0
2015-08-30,12090.0,2015-08-24,52572.0
2015-08-31,9890.0,2015-08-31,79190.0
2015-09-01,11094.0,2015-08-31,79190.0
2015-09-02,8328.0,2015-08-31,79190.0
2015-09-03,11791.0,2015-08-31,79190.0
2015-09-04,7066.0,2015-08-31,79190.0
2015-09-05,16448.0,2015-08-31,79190.0
2015-09-06,14573.0,2015-08-31,79190.0
2015-09-07,6323.0,2015-09-07,72559.0
2015-09-08,16362.0,2015-09-07,72559.0
2015-09-09,8736.0,2015-09-07,72559.0
2015-09-10,11957.0,2015-09-07,72559.0
2015-09-11,12653.0,2015-09-07,72559.0
2015-09-12,7158.0,2015-09-07,72559.0
2015-09-13,9370.0,2015-09-07,72559.0
2015-09-14,4819.0,2015-09-14,44562.0
2015-09-15,2299.0,2015-09-14,44562.0
2015-09-16,7588.0,2015-09-14,44562.0
2015-09-17,5941.0,2015-09-14,44562.0
2015-09-18,9995.0,2015-09-14,44562.0
2015-09-19,2247.0,2015-09-14,44562.0
2015-09-20,11673.0,2015-09-14,44562.0
2015-09-21,5460.0,2015-09-21,38753.0
2015-09-22,9312.0,2015-09-21,38753.0
2015-09-23,3710.0,2015-09-21,38753.0
2015-09-24,4612.0,2015-09-21,38753.0
2015-09-25,5774.0,2015-09-21,38753.0
2015-09-26,5966.0,2015-09-21,38753.0
2015-09-27,3919.0,2015-09-21,38753.0
2015-09-28,4533.0,2015-09-28,60096.0
2015-09-29,4300.0,2015-09-28,60096.0
2015-09-30,9635.0,2015-09-28,60096.0
2015-10-01,7514.0,2015-09-28,60096.0
2015-10-02,16542.0,2015-09-28,60096.0
2015-10-03,6866.0,2015-09-28,60096.0
2015-10-04,10706.0,2015-09-28,60096.0
2015-10-05,6639.0,2015-10-05,57323.0
2015-10-06,4484.0,2015-10-05,57323.0
2015-10-07,5684.0,2015-10-05,57323.0
2015-10-08,5594.0,2015-10-05,57323.0
2015-10-09,10814.0,2015-10-05,57323.0
2015-10-10,11401.0,2015-10-05,57323.0
2015-10-11,12707.0,2015-10-05,57323.0
2015-10-12,5727.0,2015-10-12,59729.0
2015-10-13,5743.0,2015-10-12,59729.0
2015-10-14,10300.0,2015-10-12,59729.0
2015-10-15,4707.0,2015-10-12,59729.0
2015-10-16,11677.0,2015-10-12,59729.0
2015-10-17,9835.0,2015-10-12,59729.0
2015-10-18,11740.0,2015-10-12,59729.0
2015-10-19,5320.0,2015-10-19,59905.0
2015-10-20,5128.0,2015-10-19,59905.0
2015-10-21,10538.0,2015-10-19,59905.0
2015-10-22,3864.0,2015-10-19,59905.0
2015-10-23,14880.0,2015-10-19,59905.0
2015-10-24,2980.0,2015-10-19,59905.0
2015-10-25,17195.0,2015-10-19,59905.0
2015-10-26,5714.0,2015-10-26,57491.0
2015-10-27,3189.0,2015-10-26,57491.0
2015-10-28,8937.0,2015-10-26,57491.0
2015-10-29,12230.0,2015-10-26,57491.0
2015-10-30,10155.0,2015-10-26,57491.0
2015-10-31,7892.0,2015-10-26,57491.0
2015-11-01,9374.0,2015-10-26,57491.0
2015-11-02,5976.0,2015-11-02,57579.0
2015-11-03,10587.0,2015-11-02,57579.0
2015-11-04,7281.0,2015-11-02,57579.0
2015-11-05,4957.0,2015-11-02,57579.0
2015-11-06,12786.0,2015-11-02,57579.0
2015-11-07,3578.0,2015-11-02,57579.0
2015-11-08,12414.0,2015-11-02,57579.0
2015-11-09,7035.0,2015-11-09,68477.0
2015-11-10,5975.0,2015-11-09,68477.0
2015-11-11,6542.0,2015-11-09,68477.0
2015-11-12,7698.0,2015-11-09,68477.0
2015-11-13,7749.0,2015-11-09,68477.0
2015-11-14,19061.0,2015-11-09,68477.0
2015-11-15,14417.0,2015-11-09,68477.0
2015-11-16,9649.0,2015-11-16,71835.0
2015-11-17,9585.0,2015-11-16,71835.0
2015-11-18,10696.0,2015-11-16,71835.0
2015-11-19,8385.0,2015-11-16,71835.0
2015-11-20,12585.0,2015-11-16,71835.0
2015-11-21,6566.0,2015-11-16,71835.0
2015-11-22,14369.0,2015-11-16,71835.0
2015-11-23,14355.0,2015-11-23,69843.0
2015-11-24,10026.0,2015-11-23,69843.0
2015-11-25,3359.0,2015-11-23,69843.0
2015-11-26,7373.0,2015-11-23,69843.0
2015-11-27,9667.0,2015-11-23,69843.0
2015-11-28,10672.0,2015-11-23,69843.0
2015-11-29,14391.0,2015-11-23,69843.0
2015-11-30,5202.0,2015-11-30,43679.0
2015-12-01,4257.0,2015-11-30,43679.0
2015-12-02,4213.0,2015-11-30,43679.0
2015-12-03,7933.0,2015-11-30,43679.0
2015-12-04,8092.0,2015-11-30,43679.0
2015-12-05,3819.0,2015-11-30,43679.0
2015-12-06,10163.0,2015-11-30,43679.0
2015-12-07,10017.0,2015-12-07,69406.0
2015-12-08,7261.0,2015-12-07,69406.0
2015-12-09,10628.0,2015-12-07,69406.0
2015-12-10,8501.0,2015-12-07,69406.0
2015-12-11,11638.0,2015-12-07,69406.0
2015-12-12,6693.0,2015-12-07,69406.0
2015-12-13,14668.0,2015-12-07,69406.0
2015-12-14,4466.0,2015-12-14,44378.0
2015-12-15,6819.0,2015-12-14,44378.0
2015-12-16,3865.0,2015-12-14,44378.0
2015-12-17,6924.0,2015-12-14,44378.0
2015-12-18,8225.0,2015-12-14,44378.0
2015-12-19,8665.0,2015-12-14,44378.0
2015-12-20,5414.0,2015-12-14,44378.0
2015-12-21,11177.0,2015-12-21,55113.0
2015-12-22,6685.0,2015-12-21,55113.0
2015-12-23,9295.0,2015-12-21,55113.0
2015-12-24,7661.0,2015-12-21,55113.0
2015-12-25,4836.0,2015-12-21,55113.0
2015-12-26,4460.0,2015-12-21,55113.0
2015-12-27,10999.0,2015-12-21,55113.0
2015-12-28,8305.0,2015-12-28,69999.0
2015-12-29,12641.0,2015-12-28,69999.0
2015-12-30,9667.0,2015-12-28,69999.0
2015-12-31,17182.0,2015-12-28,69999.0
2016-01-01,6143.0,2015-12-28,69999.0
2016-01-02,5816.0,2015-12-28,69999.0
2016-01-03,10245.0,2015-12-28,69999.0
2016-01-04,5507.0,2016-01-04,63182.0
2016-01-05,8266.0,2016-01-04,63182.0
2016-01-06,6208.0,2016-01-04,63182.0
2016-01-07,6759.0,2016-01-04,63182.0
2016-01-08,7579.0,2016-01-04,63182.0
2016-01-09,7535.0,2016-01-04,63182.0
2016-01-10,21328.0,2016-01-04,63182.0
2016-01-11,5093.0,2016-01-11,66452.0
2016-01-12,13684.0,2016-01-11,66452.0
2016-01-13,9584.0,2016-01-11,66452.0
2016-01-14,5485.0,2016-01-11,66452.0
2016-01-15,3647.0,2016-01-11,66452.0
2016-01-16,13110.0,2016-01-11,66452.0
2016-01-17,15849.0,2016-01-11,66452.0
2016-01-18,7028.0,2016-01-18,59232.0
2016-01-19,8567.0,2016-01-18,59232.0
2016-01-20,9259.0,2016-01-18,59232.0
2016-01-21,5232.0,2016-01-18,59232.0
2016-01-22,8166.0,2016-01-18,59232.0
2016-01-23,7227.0,2016-01-18,59232.0
2016-01-24,13753.0,2016-01-18,59232.0
2016-01-25,13001.0,2016-01-25,88701.0
2016-01-26,7130.0,2016-01-25,88701.0
2016-01-27,18979.0,2016-01-25,88701.0
2016-01-28,17083.0,2016-01-25,88701.0
2016-01-29,10425.0,2016-01-25,88701.0
2016-01-30,7926.0,2016-01-25,88701.0
2016-01-31,14157.0,2016-01-25,88701.0
2016-02-01,4995.0,2016-02-01,59635.0
2016-02-02,7108.0,2016-02-01,59635.0
2016-02-03,11711.0,2016-02-01,59635.0
2016-02-04,17189.0,2016-02-01,59635.0
2016-02-05,5505.0,2016-02-01,59635.0
2016-02-06,2060.0,2016-02-01,59635.0
2016-02-07,11067.0,2016-02-01,59635.0
2016-02-08,7399.0,2016-02-08,64294.0
2016-02-09,11532.0,2016-02-08,64294.0
2016-02-10,9377.0,2016-02-08,64294.0
2016-02-11,8451.0,2016-02-08,64294.0
2016-02-12,7364.0,2016-02-08,64294.0
2016-02-13,8616.0,2016-02-08,64294.0
2016-02-14,11555.0,2016-02-08,64294.0
2016-02-15,5208.0,2016-02-15,56797.0
2016-02-16,9536.0,2016-02-15,56797.0
2016-02-17,5162.0,2016-02-15,56797.0
2016-02-18,7918.0,2016-02-15,56797.0
2016-02-19,12239.0,2016-02-15,56797.0
2016-02-20,5190.0,2016-02-15,56797.0
2016-02-21,11544.0,2016-02-15,56797.0
2016-02-22,4090.0,2016-02-22,54302.0
2016-02-23,9936.0,2016-02-22,54302.0
2016-02-24,7623.0,2016-02-22,54302.0
2016-02-25,5634.0,2016-02-22,54302.0
2016-02-26,10953.0,2016-02-22,54302.0
2016-02-27,5690.0,2016-02-22,54302.0
2016-02-28,10376.0,2016-02-22,54302.0
2016-02-29,3489.0,2016-02-29,58217.0
2016-03-01,10049.0,2016-02-29,58217.0
2016-03-02,9605.0,2016-02-29,58217.0
2016-03-03,7137.0,2016-02-29,58217.0
2016-03-04,13885.0,2016-02-29,58217.0
2016-03-05,1649.0,2016-02-29,58217.0
2016-03-06,12403.0,2016-02-29,58217.0
2016-03-07,4329.0,2016-03-07,71448.0
2016-03-08,8576.0,2016-03-07,71448.0
2016-03-09,9268.0,2016-03-07,71448.0
2016-03-10,11526.0,2016-03-07,71448.0
2016-03-11,6748.0,2016-03-07,71448.0
2016-03-12,13055.0,2016-03-07,71448.0
2016-03-13,17946.0,2016-03-07,71448.0
2016-03-14,4229.0,2016-03-14,52830.0
2016-03-15,6343.0,2016-03-14,52830.0
2016-03-16,9742.0,2016-03-14,52830.0
2016-03-17,7294.0,2016-03-14,52830.0
2016-03-18,8891.0,2016-03-14,52830.0
2016-03-19,3813.0,2016-03-14,52830.0
2016-03-20,12518.0,2016-03-14,52830.0
2016-03-21,3838.0,2016-03-21,49683.0
2016-03-22,9973.0,2016-03-21,49683.0
2016-03-23,8240.0,2016-03-21,49683.0
2016-03-24,7876.0,2016-03-21,49683.0
2016-03-25,5533.0,2016-03-21,49683.0
2016-03-26,3771.0,2016-03-21,49683.0
2016-03-27,10452.0,2016-03-21,49683.0
2016-03-28,7095.0,2016-03-28,45365.0
2016-03-29,2779.0,2016-03-28,45365.0
2016-03-30,9647.0,2016-03-28,45365.0
2016-03-31,3798.0,2016-03-28,45365.0
2016-04-01,12161.0,2016-03-28,45365.0
2016-04-02,1803.0,2016-03-28,45365.0
2016-04-03,8082.0,2016-03-28,45365.0
2016-04-04,6340.0,2016-04-04,48900.0
2016-04-05,7898.0,2016-04-04,48900.0
2016-04-06,3204.0,2016-04-04,48900.0
2016-04-07,5321.0,2016-04-04,48900.0
2016-04-08,11085.0,2016-04-04,48900.0
2016-04-09,1722.0,2016-04-04,48900.0
2016-04-10,13330.0,2016-04-04,48900.0
2016-04-11,8830.0,2016-04-11,50389.0
2016-04-12,9553.0,2016-04-11,50389.0
2016-04-13,8639.0,2016-04-11,50389.0
2016-04-14,6904.0,2016-04-11,50389.0
2016-04-15,4104.0,2016-04-11,50389.0
2016-04-16,2620.0,2016-04-11,50389.0
2016-04-17,9739.0,2016-04-11,50389.0
2016-04-18,6231.0,2016-04-18,40817.0
2016-04-19,2290.0,2016-04-18,40817.0
2016-04-20,6665.0,2016-04-18,40817.0
2016-04-21,6396.0,2016-04-18,40817.0
2016-04-22,3627.0,2016-04-18,40817.0
2016-04-23,1830.0,2016-04-18,40817.0
2016-04-24,13778.0,2016-04-18,40817.0
2016-04-25,7508.0,2016-04-25,68345.0
2016-04-26,10355.0,2016-04-25,68345.0
2016-04-27,4274.0,2016-04-25,68345.0
2016-04-28,10969.0,2016-04-25,68345.0
2016-04-29,15142.0,2016-04-25,68345.0
2016-04-30,5891.0,2016-04-25,68345.0
2016-05-01,14206.0,2016-04-25,68345.0
2016-05-02,9330.0,2016-05-02,57731.0
2016-05-03,12462.0,2016-05-02,57731.0
2016-05-04,4776.0,2016-05-02,57731.0
2016-05-05,7829.0,2016-05-02,57731.0
2016-05-06,6851.0,2016-05-02,57731.0
2016-05-07,9162.0,2016-05-02,57731.0
2016-05-08,7321.0,2016-05-02,57731.0
2016-05-09,11043.0,2016-05-09,65902.0
2016-05-10,10413.0,2016-05-09,65902.0
2016-05-11,8013.0,2016-05-09,65902.0
2016-05-12,7072.0,2016-05-09,65902.0
2016-05-13,7384.0,2016-05-09,65902.0
2016-05-14,3857.0,2016-05-09,65902.0
2016-05-15,18120.0,2016-05-09,65902.0
2016-05-16,8039.0,2016-05-16,53710.0
2016-05-17,10714.0,2016-05-16,53710.0
2016-05-18,6941.0,2016-05-16,53710.0
2016-05-19,9118.0,2016-05-16,53710.0
2016-05-20,10253.0,2016-05-16,53710.0
2016-05-21,3447.0,2016-05-16,53710.0
2016-05-22,5198.0,2016-05-16,53710.0
2016-05-23,11295.0,2016-05-23,73235.0
2016-05-24,9996.0,2016-05-23,73235.0
2016-05-25,4264.0,2016-05-23,73235.0
2016-05-26,13256.0,2016-05-23,73235.0
2016-05-27,3778.0,2016-05-23,73235.0
2016-05-28,7331.0,2016-05-23,73235.0
2016-05-29,23315.0,2016-05-23,73235.0
2016-05-30,6683.0,2016-05-30,35430.0
2016-05-31,4382.0,2016-05-30,35430.0
2016-06-01,8523.0,2016-05-30,35430.0
2016-06-02,3503.0,2016-05-30,35430.0
2016-06-03,5979.0,2016-05-30,35430.0
2016-06-04,3936.0,2016-05-30,35430.0
2016-06-05,2424.0,2016-05-30,35430.0
2016-06-06,9617.0,2016-06-06,43989.0
2016-06-07,3565.0,2016-06-06,43989.0
2016-06-08,5442.0,2016-06-06,43989.0
2016-06-09,2778.0,2016-06-06,43989.0
2016-06-10,4892.0,2016-06-06,43989.0
2016-06-11,4919.0,2016-06-06,43989.0
2016-06-12,12776.0,2016-06-06,43989.0
2016-06-13,2789.0,2016-06-13,47508.0
2016-06-14,13058.0,2016-06-13,47508.0
2016-06-15,4486.0,2016-06-13,47508.0
2016-06-16,4958.0,2016-06-13,47508.0
2016-06-17,4119.0,2016-06-13,47508.0
2016-06-18,6294.0,2016-06-13,47508.0
2016-06-19,11804.0,2016-06-13,47508.0
2016-06-20,11554.0,2016-06-20,65359.0
2016-06-21,4581.0,2016-06-20,65359.0
2016-06-22,12275.0,2016-06-20,65359.0
2016-06-23,16379.0,2016-06-20,65359.0
2016-06-24,5883.0,2016-06-20,65359.0
2016-06-25,7485.0,2016-06-20,65359.0
2016-06-26,7202.0,2016-06-20,65359.0
2016-06-27,10604.0,2016-06-27,67607.0
2016-06-28,9922.0,2016-06-27,67607.0
2016-06-29,12764.0,2016-06-27,67607.0
2016-06-30,6734.0,2016-06-27,67607.0
2016-07-01,8286.0,2016-06-27,67607.0
2016-07-02,10827.0,2016-06-27,67607.0
2016-07-03,8470.0,2016-06-27,67607.0
2016-07-04,11593.0,2016-07-04,50619.0
2016-07-05,5530.0,2016-07-04,50619.0
2016-07-06,8758.0,2016-07-04,50619.0
2016-07-07,6630.0,2016-07-04,50619.0
2016-07-08,4248.0,2016-07-04,50619.0
2016-07-09,4756.0,2016-07-04,50619.0
2016-07-10,9104.0,2016-07-04,50619.0
2016-07-11,10366.0,2016-07-11,48629.0
2016-07-12,2945.0,2016-07-11,48629.0
2016-07-13,3047.0,2016-07-11,48629.0
2016-07-14,13765.0,2016-07-11,48629.0
2016-07-15,3053.0,2016-07-11,48629.0
2016-07-16,4852.0,2016-07-11,48629.0
2016-07-17,10601.0,2016-07-11,48629.0
2016-07-18,12331.0,2016-07-18,59219.0
2016-07-19,5742.0,2016-07-18,59219.0
2016-07-20,9477.0,2016-07-18,59219.0
2016-07-21,4283.0,2016-07-18,59219.0
2016-07-22,15229.0,2016-07-18,59219.0
2016-07-23,4102.0,2016-07-18,59219.0
2016-07-24,8055.0,2016-07-18,59219.0
2016-07-25,7066.0,2016-07-25,62559.0
2016-07-26,12151.0,2016-07-25,62559.0
2016-07-27,8327.0,2016-07-25,62559.0
2016-07-28,15402.0,2016-07-25,62559.0
2016-07-29,4855.0,2016-07-25,62559.0
2016-07-30,3262.0,2016-07-25,62559.0
2016-07-31,11496.0,2016-07-25,62559.0
2016-08-01,5807.0,2016-08-01,62160.0
2016-08-02,14740.0,2016-08-01,62160.0
2016-08-03,7521.0,2016-08-01,62160.0
2016-08-04,9050.0,2016-08-01,62160.0
2016-08-05,8636.0,2016-08-01,62160.0
2016-08-06,5235.0,2016-08-01,62160.0
2016-08-07,11171.0,2016-08-01,62160.0
2016-08-08,11939.0,2016-08-08,61612.0
2016-08-09,8039.0,2016-08-08,61612.0
2016-08-10,9165.0,2016-08-08,61612.0
2016-08-11,5028.0,2016-08-08,61612.0
2016-08-12,9798.0,2016-08-08,61612.0
2016-08-13,6374.0,2016-08-08,61612.0
2016-08-14,11269.0,2016-08-08,61612.0
2016-08-15,6479.0,2016-08-15,58415.0
2016-08-16,6498.0,2016-08-15,58415.0
2016-08-17,12343.0,2016-08-15,58415.0
2016-08-18,6929.0,2016-08-15,58415.0
2016-08-19,11701.0,2016-08-15,58415.0
2016-08-20,4431.0,2016-08-15,58415.0
2016-08-21,10034.0,2016-08-15,58415.0
2016-08-22,6332.0,2016-08-22,63813.0
2016-08-23,7375.0,2016-08-22,63813.0
2016-08-24,12239.0,2016-08-22,63813.0
2016-08-25,6394.0,2016-08-22,63813.0
2016-08-26,12800.0,2016-08-22,63813.0
2016-08-27,5973.0,2016-08-22,63813.0
2016-08-28,12700.0,2016-08-22,63813.0
2016-08-29,6275.0,2016-08-29,60838.0
2016-08-30,6754.0,2016-08-29,60838.0
2016-08-31,14781.0,2016-08-29,60838.0
2016-09-01,10054.0,2016-08-29,60838.0
2016-09-02,8294.0,2016-08-29,60838.0
2016-09-03,3780.0,2016-08-29,60838.0
2016-09-04,10900.0,2016-08-29,60838.0
2016-09-05,6859.0,2016-09-05,65825.0
2016-09-06,12359.0,2016-09-05,65825.0
2016-09-07,9666.0,2016-09-05,65825.0
2016-09-08,10588.0,2016-09-05,65825.0
2016-09-09,9984.0,2016-09-05,65825.0
2016-09-10,6197.0,2016-09-05,65825.0
2016-09-11,10172.0,2016-09-05,65825.0
2016-09-12,7670.0,2016-09-12,72485.0
2016-09-13,10171.0,2016-09-12,72485.0
2016-09-14,11548.0,2016-09-12,72485.0
2016-09-15,5998.0,2016-09-12,72485.0
2016-09-16,11724.0,2016-09-12,72485.0
2016-09-17,14358.0,2016-09-12,72485.0
2016-09-18,11016.0,2016-09-12,72485.0
2016-09-19,7339.0,2016-09-19,54481.0
2016-09-20,8720.0,2016-09-19,54481.0
2016-09-21,8540.0,2016-09-19,54481.0
2016-09-22,4903.0,2016-09-19,54481.0
2016-09-23,9986.0,2016-09-19,54481.0
2016-09-24,4372.0,2016-09-19,54481.0
2016-09-25,10621.0,2016-09-19,54481.0
2016-09-26,6208.0,2016-09-26,56567.0
2016-09-27,7459.0,2016-09-26,56567.0
2016-09-28,5615.0,2016-09-26,56567.0
2016-09-29,6248.0,2016-09-26,56567.0
2016-09-30,14934.0,2016-09-26,56567.0
2016-10-01,4469.0,2016-09-26,56567.0
2016-10-02,11634.0,2016-09-26,56567.0
2016-10-03,2667.0,2016-10-03,67302.0
2016-10-04,8031.0,2016-10-03,67302.0
2016-10-05,11436.0,2016-10-03,67302.0
2016-10-06,8990.0,2016-10-03,67302.0
2016-10-07,21204.0,2016-10-03,67302.0
2016-10-08,4770.0,2016-10-03,67302.0
2016-10-09,10204.0,2016-10-03,67302.0
2016-10-10,10307.0,2016-10-10,56555.0
2016-10-11,5337.0,2016-10-10,56555.0
2016-10-12,5793.0,2016-10-10,56555.0
2016-10-13,5947.0,2016-10-10,56555.0
2016-10-14,10266.0,2016-10-10,56555.0
2016-10-15,6995.0,2016-10-10,56555.0
2016-10-16,11910.0,2016-10-10,56555.0
2016-10-17,6341.0,2016-10-17,64838.0
2016-10-18,6083.0,2016-10-17,64838.0
2016-10-19,13738.0,2016-10-17,64838.0
2016-10-20,8990.0,2016-10-17,64838.0
2016-10-21,14033.0,2016-10-17,64838.0
2016-10-22,2854.0,2016-10-17,64838.0
2016-10-23,12799.0,2016-10-17,64838.0
2016-10-24,6145.0,2016-10-24,62331.0
