,Date,Count,WeekDate,WeekCount,Mean
362,2015-12-04,3353.0,2015-11-30,17308.0,2472.4285714285716
363,2015-12-05,979.0,2015-11-30,17308.0,2472.4285714285716
364,2015-12-06,2472.0,2015-11-30,17308.0,2472.4285714285716
365,2015-12-07,9051.0,2015-12-07,29189.0,4169.571428571428
366,2015-12-08,7349.0,2015-12-07,29189.0,4169.571428571428
367,2015-12-09,4170.0,2015-12-07,29189.0,4169.571428571428
368,2015-12-10,3875.0,2015-12-07,29189.0,4169.571428571428
369,2015-12-11,2156.0,2015-12-07,29189.0,4169.571428571428
370,2015-12-12,6758.0,2015-12-07,29189.0,4169.571428571428
371,2015-12-13,4170.0,2015-12-07,29189.0,4169.571428571428
372,2015-12-14,3486.0,2015-12-14,23556.0,3365.0
373,2015-12-15,5443.0,2015-12-14,23556.0,3365.0
374,2015-12-16,2461.0,2015-12-14,23556.0,3365.0
375,2015-12-17,5968.0,2015-12-14,23556.0,3365.0
376,2015-12-18,5738.0,2015-12-14,23556.0,3365.0
377,2015-12-19,460.0,2015-12-14,23556.0,3365.0
378,2015-12-20,3365.0,2015-12-14,23556.0,3365.0
379,2015-12-21,1600.0,2015-12-21,13969.0,1745.875
380,2015-12-22,1411.0,2015-12-21,13969.0,1745.875
381,2015-12-23,1148.0,2015-12-21,13969.0,1745.875
382,2015-12-24,1746.0,2015-12-21,13969.0,1745.875
383,2015-12-25,1228.0,2015-12-21,13969.0,1745.875
384,2015-12-26,4411.0,2015-12-21,13969.0,1745.875
385,2015-12-27,4171.0,2015-12-21,13969.0,1745.875
386,2015-12-28,1746.0,2015-12-21,13969.0,1745.875
387,2015-12-29,5594.0,2015-12-28,18729.0,3121.3333333333335
388,2015-12-30,3121.0,2015-12-28,18729.0,3121.3333333333335
389,2015-12-31,5608.0,2015-12-28,18729.0,3121.3333333333335
390,2016-01-01,388.0,2015-12-28,18729.0,3121.3333333333335
391,2016-01-02,3642.0,2015-12-28,18729.0,3121.3333333333335
392,2016-01-03,3497.0,2015-12-28,18729.0,3121.3333333333335
393,2016-01-04,833.0,2016-01-04,15315.0,2187.714285714286
394,2016-01-05,5030.0,2016-01-04,15315.0,2187.714285714286
395,2016-01-06,508.0,2016-01-04,15315.0,2187.714285714286
396,2016-01-07,299.0,2016-01-04,15315.0,2187.714285714286
397,2016-01-08,4354.0,2016-01-04,15315.0,2187.714285714286
398,2016-01-09,2188.0,2016-01-04,15315.0,2187.714285714286
