Date,Count,WeekDate,WeekCount,Mean
2018-10-02,1427.0,2018-10-01,9990.0,1427.0
2018-10-03,471.0,2018-10-01,9990.0,1427.0
2018-10-04,4363.0,2018-10-01,9990.0,1427.0
2018-10-05,201.0,2018-10-01,9990.0,1427.0
2018-10-06,1427.0,2018-10-01,9990.0,1427.0
2018-10-07,1427.0,2018-10-01,9990.0,1427.0
2018-10-08,2571.0,2018-10-08,17997.0,2571.0
2018-10-09,2571.0,2018-10-08,17997.0,2571.0
2018-10-10,2571.0,2018-10-08,17997.0,2571.0
2018-10-11,2571.0,2018-10-08,17997.0,2571.0
2018-10-12,2571.0,2018-10-08,17997.0,2571.0
2018-10-13,2571.0,2018-10-08,17997.0,2571.0
2018-10-14,2571.0,2018-10-08,17997.0,2571.0
2018-10-15,44.0,2018-10-15,2659.0,380.0
2018-10-16,715.0,2018-10-15,2659.0,380.0
2018-10-17,380.0,2018-10-15,2659.0,380.0
2018-10-18,380.0,2018-10-15,2659.0,380.0
2018-10-19,380.0,2018-10-15,2659.0,380.0
2018-10-20,380.0,2018-10-15,2659.0,380.0
2018-10-21,380.0,2018-10-15,2659.0,380.0
2018-10-22,915.0,2018-10-22,4459.0,637.0
2018-10-23,637.0,2018-10-22,4459.0,637.0
2018-10-24,637.0,2018-10-22,4459.0,637.0
2018-10-25,210.0,2018-10-22,4459.0,637.0
2018-10-26,21.0,2018-10-22,4459.0,637.0
2018-10-27,637.0,2018-10-22,4459.0,637.0
2018-10-28,1402.0,2018-10-22,4459.0,637.0
2018-10-29,67.0,2018-10-29,469.0,67.0
2018-10-30,67.0,2018-10-29,469.0,67.0
2018-10-31,67.0,2018-10-29,469.0,67.0
2018-11-01,67.0,2018-10-29,469.0,67.0
2018-11-02,67.0,2018-10-29,469.0,67.0
2018-11-03,67.0,2018-10-29,469.0,67.0
2018-11-04,67.0,2018-10-29,469.0,67.0
2018-11-05,462.0,2018-11-05,3234.0,462.0
2018-11-06,462.0,2018-11-05,3234.0,462.0
2018-11-07,462.0,2018-11-05,3234.0,462.0
2018-11-08,462.0,2018-11-05,3234.0,462.0
2018-11-09,462.0,2018-11-05,3234.0,462.0
2018-11-10,462.0,2018-11-05,3234.0,462.0
2018-11-11,462.0,2018-11-05,3234.0,462.0
2018-11-12,7032.0,2018-11-12,49225.0,7032.0
2018-11-13,7032.0,2018-11-12,49225.0,7032.0
2018-11-14,7032.0,2018-11-12,49225.0,7032.0
2018-11-15,3796.0,2018-11-12,49225.0,7032.0
2018-11-16,4439.0,2018-11-12,49225.0,7032.0
2018-11-17,9241.0,2018-11-12,49225.0,7032.0
2018-11-18,10653.0,2018-11-12,49225.0,7032.0
2018-11-19,13317.0,2018-11-19,63192.0,9027.0
2018-11-20,5817.0,2018-11-19,63192.0,9027.0
2018-11-21,10197.0,2018-11-19,63192.0,9027.0
2018-11-22,10205.0,2018-11-19,63192.0,9027.0
2018-11-23,9549.0,2018-11-19,63192.0,9027.0
2018-11-24,5491.0,2018-11-19,63192.0,9027.0
2018-11-25,8616.0,2018-11-19,63192.0,9027.0
2018-11-26,11084.0,2018-11-26,55557.0,7937.0
2018-11-27,9071.0,2018-11-26,55557.0,7937.0
2018-11-28,4141.0,2018-11-26,55557.0,7937.0
2018-11-29,7954.0,2018-11-26,55557.0,7937.0
2018-11-30,5433.0,2018-11-26,55557.0,7937.0
2018-12-01,9060.0,2018-11-26,55557.0,7937.0
2018-12-02,8814.0,2018-11-26,55557.0,7937.0
2018-12-03,11552.0,2018-12-03,60972.0,8710.0
2018-12-04,9131.0,2018-12-03,60972.0,8710.0
2018-12-05,5982.0,2018-12-03,60972.0,8710.0
2018-12-06,10906.0,2018-12-03,60972.0,8710.0
2018-12-07,11200.0,2018-12-03,60972.0,8710.0
2018-12-08,4492.0,2018-12-03,60972.0,8710.0
2018-12-09,7709.0,2018-12-03,60972.0,8710.0
2018-12-10,6707.0,2018-12-10,55959.0,7994.0
2018-12-11,6318.0,2018-12-10,55959.0,7994.0
2018-12-12,4968.0,2018-12-10,55959.0,7994.0
2018-12-13,5860.0,2018-12-10,55959.0,7994.0
2018-12-14,12383.0,2018-12-10,55959.0,7994.0
2018-12-15,12023.0,2018-12-10,55959.0,7994.0
2018-12-16,7700.0,2018-12-10,55959.0,7994.0
2018-12-17,8529.0,2018-12-17,50453.0,7208.0
2018-12-18,3892.0,2018-12-17,50453.0,7208.0
2018-12-19,5319.0,2018-12-17,50453.0,7208.0
2018-12-20,4601.0,2018-12-17,50453.0,7208.0
2018-12-21,12992.0,2018-12-17,50453.0,7208.0
2018-12-22,6717.0,2018-12-17,50453.0,7208.0
2018-12-23,8403.0,2018-12-17,50453.0,7208.0
2018-12-24,9624.0,2018-12-24,88337.0,12620.0
2018-12-25,10202.0,2018-12-24,88337.0,12620.0
2018-12-26,7352.0,2018-12-24,88337.0,12620.0
2018-12-27,23969.0,2018-12-24,88337.0,12620.0
2018-12-28,19336.0,2018-12-24,88337.0,12620.0
2018-12-29,9564.0,2018-12-24,88337.0,12620.0
2018-12-30,8290.0,2018-12-24,88337.0,12620.0
2018-12-31,10044.0,2018-12-31,70352.0,10050.0
2019-01-01,7748.0,2018-12-31,70352.0,10050.0
2019-01-02,8930.0,2018-12-31,70352.0,10050.0
2019-01-03,10611.0,2018-12-31,70352.0,10050.0
2019-01-04,14726.0,2018-12-31,70352.0,10050.0
2019-01-05,4779.0,2018-12-31,70352.0,10050.0
2019-01-06,13514.0,2018-12-31,70352.0,10050.0
2019-01-07,6669.0,2019-01-07,75915.0,10845.0
2019-01-08,7779.0,2019-01-07,75915.0,10845.0
2019-01-09,11351.0,2019-01-07,75915.0,10845.0
2019-01-10,13135.0,2019-01-07,75915.0,10845.0
2019-01-11,9739.0,2019-01-07,75915.0,10845.0
2019-01-12,17421.0,2019-01-07,75915.0,10845.0
2019-01-13,9821.0,2019-01-07,75915.0,10845.0
2019-01-14,8957.0,2019-01-14,58661.0,8380.0
2019-01-15,7368.0,2019-01-14,58661.0,8380.0
2019-01-16,7037.0,2019-01-14,58661.0,8380.0
2019-01-17,6605.0,2019-01-14,58661.0,8380.0
2019-01-18,10893.0,2019-01-14,58661.0,8380.0
2019-01-19,10324.0,2019-01-14,58661.0,8380.0
2019-01-20,7477.0,2019-01-14,58661.0,8380.0
2019-01-21,7304.0,2019-01-21,55986.0,7998.0
2019-01-22,9134.0,2019-01-21,55986.0,7998.0
2019-01-23,5156.0,2019-01-21,55986.0,7998.0
2019-01-24,13608.0,2019-01-21,55986.0,7998.0
2019-01-25,7069.0,2019-01-21,55986.0,7998.0
2019-01-26,6545.0,2019-01-21,55986.0,7998.0
2019-01-27,7170.0,2019-01-21,55986.0,7998.0
2019-01-28,12902.0,2019-01-28,85733.0,12248.0
2019-01-29,6896.0,2019-01-28,85733.0,12248.0
2019-01-30,11962.0,2019-01-28,85733.0,12248.0
2019-01-31,12839.0,2019-01-28,85733.0,12248.0
2019-02-01,22108.0,2019-01-28,85733.0,12248.0
2019-02-02,10600.0,2019-01-28,85733.0,12248.0
2019-02-03,8426.0,2019-01-28,85733.0,12248.0
2019-02-04,3976.0,2019-02-04,57279.0,8183.0
2019-02-05,5106.0,2019-02-04,57279.0,8183.0
2019-02-06,8065.0,2019-02-04,57279.0,8183.0
2019-02-07,9646.0,2019-02-04,57279.0,8183.0
2019-02-08,9806.0,2019-02-04,57279.0,8183.0
2019-02-09,9218.0,2019-02-04,57279.0,8183.0
2019-02-10,11462.0,2019-02-04,57279.0,8183.0
2019-02-11,10755.0,2019-02-11,58648.0,8378.0
2019-02-12,4891.0,2019-02-11,58648.0,8378.0
2019-02-13,7140.0,2019-02-11,58648.0,8378.0
2019-02-14,7284.0,2019-02-11,58648.0,8378.0
2019-02-15,11320.0,2019-02-11,58648.0,8378.0
2019-02-16,10864.0,2019-02-11,58648.0,8378.0
2019-02-17,6394.0,2019-02-11,58648.0,8378.0
2019-02-18,8995.0,2019-02-18,67707.0,9672.0
2019-02-19,14269.0,2019-02-18,67707.0,9672.0
2019-02-20,10597.0,2019-02-18,67707.0,9672.0
2019-02-21,5701.0,2019-02-18,67707.0,9672.0
2019-02-22,6141.0,2019-02-18,67707.0,9672.0
2019-02-23,12996.0,2019-02-18,67707.0,9672.0
2019-02-24,9008.0,2019-02-18,67707.0,9672.0
2019-02-25,12345.0,2019-02-25,91481.0,13069.0
2019-02-26,15171.0,2019-02-25,91481.0,13069.0
2019-02-27,11707.0,2019-02-25,91481.0,13069.0
2019-02-28,15641.0,2019-02-25,91481.0,13069.0
2019-03-01,11226.0,2019-02-25,91481.0,13069.0
2019-03-02,15167.0,2019-02-25,91481.0,13069.0
2019-03-03,10224.0,2019-02-25,91481.0,13069.0
2019-03-04,6099.0,2019-03-04,72537.0,10362.0
2019-03-05,6550.0,2019-03-04,72537.0,10362.0
2019-03-06,21262.0,2019-03-04,72537.0,10362.0
2019-03-07,12333.0,2019-03-04,72537.0,10362.0
2019-03-08,6729.0,2019-03-04,72537.0,10362.0
2019-03-09,8781.0,2019-03-04,72537.0,10362.0
2019-03-10,10783.0,2019-03-04,72537.0,10362.0
2019-03-11,12038.0,2019-03-11,76064.0,10866.0
2019-03-12,12143.0,2019-03-11,76064.0,10866.0
2019-03-13,6944.0,2019-03-11,76064.0,10866.0
2019-03-14,12159.0,2019-03-11,76064.0,10866.0
2019-03-15,12690.0,2019-03-11,76064.0,10866.0
2019-03-16,8782.0,2019-03-11,76064.0,10866.0
2019-03-17,11308.0,2019-03-11,76064.0,10866.0
2019-03-18,5963.0,2019-03-18,73712.0,10530.0
2019-03-19,8783.0,2019-03-18,73712.0,10530.0
2019-03-20,10435.0,2019-03-18,73712.0,10530.0
2019-03-21,12142.0,2019-03-18,73712.0,10530.0
2019-03-22,11033.0,2019-03-18,73712.0,10530.0
2019-03-23,12965.0,2019-03-18,73712.0,10530.0
2019-03-24,12391.0,2019-03-18,73712.0,10530.0
2019-03-25,7299.0,2019-03-25,67279.0,9611.0
2019-03-26,10675.0,2019-03-25,67279.0,9611.0
2019-03-27,5940.0,2019-03-25,67279.0,9611.0
2019-03-28,10709.0,2019-03-25,67279.0,9611.0
2019-03-29,12783.0,2019-03-25,67279.0,9611.0
2019-03-30,6941.0,2019-03-25,67279.0,9611.0
2019-03-31,12932.0,2019-03-25,67279.0,9611.0
2019-04-01,5505.0,2019-04-01,94089.0,13441.0
2019-04-02,4903.0,2019-04-01,94089.0,13441.0
2019-04-03,4912.0,2019-04-01,94089.0,13441.0
2019-04-04,17457.0,2019-04-01,94089.0,13441.0
2019-04-05,11960.0,2019-04-01,94089.0,13441.0
2019-04-06,15740.0,2019-04-01,94089.0,13441.0
2019-04-07,33612.0,2019-04-01,94089.0,13441.0
2019-04-08,14479.0,2019-04-08,85157.0,12165.0
2019-04-09,13789.0,2019-04-08,85157.0,12165.0
2019-04-10,7750.0,2019-04-08,85157.0,12165.0
2019-04-11,15496.0,2019-04-08,85157.0,12165.0
2019-04-12,14305.0,2019-04-08,85157.0,12165.0
2019-04-13,9527.0,2019-04-08,85157.0,12165.0
2019-04-14,9811.0,2019-04-08,85157.0,12165.0
2019-04-15,6444.0,2019-04-15,64971.0,9282.0
2019-04-16,10659.0,2019-04-15,64971.0,9282.0
2019-04-17,6904.0,2019-04-15,64971.0,9282.0
2019-04-18,20575.0,2019-04-15,64971.0,9282.0
2019-04-19,6779.0,2019-04-15,64971.0,9282.0
2019-04-20,8311.0,2019-04-15,64971.0,9282.0
2019-04-21,5299.0,2019-04-15,64971.0,9282.0
2019-04-22,11119.0,2019-04-22,64953.0,9279.0
2019-04-23,9254.0,2019-04-22,64953.0,9279.0
2019-04-24,13586.0,2019-04-22,64953.0,9279.0
2019-04-25,4895.0,2019-04-22,64953.0,9279.0
2019-04-26,6438.0,2019-04-22,64953.0,9279.0
2019-04-27,11132.0,2019-04-22,64953.0,9279.0
2019-04-28,8529.0,2019-04-22,64953.0,9279.0
2019-04-29,14648.0,2019-04-29,51354.0,7336.0
2019-04-30,10659.0,2019-04-29,51354.0,7336.0
2019-05-01,7630.0,2019-04-29,51354.0,7336.0
2019-05-02,5380.0,2019-04-29,51354.0,7336.0
2019-05-03,5679.0,2019-04-29,51354.0,7336.0
2019-05-04,4413.0,2019-04-29,51354.0,7336.0
2019-05-05,2945.0,2019-04-29,51354.0,7336.0
2019-05-06,163.0,2019-05-06,9675.0,1382.0
2019-05-07,2407.0,2019-05-06,9675.0,1382.0
2019-05-08,2266.0,2019-05-06,9675.0,1382.0
2019-05-09,2731.0,2019-05-06,9675.0,1382.0
2019-05-10,207.0,2019-05-06,9675.0,1382.0
2019-05-11,1382.0,2019-05-06,9675.0,1382.0
2019-05-12,519.0,2019-05-06,9675.0,1382.0
2019-05-13,192.0,2019-05-13,7826.0,1118.0
2019-05-14,410.0,2019-05-13,7826.0,1118.0
2019-05-15,4040.0,2019-05-13,7826.0,1118.0
2019-05-16,1118.0,2019-05-13,7826.0,1118.0
2019-05-17,793.0,2019-05-13,7826.0,1118.0
2019-05-18,1118.0,2019-05-13,7826.0,1118.0
2019-05-19,155.0,2019-05-13,7826.0,1118.0
2019-05-20,478.0,2019-05-20,4682.0,669.0
2019-05-21,552.0,2019-05-20,4682.0,669.0
2019-05-22,669.0,2019-05-20,4682.0,669.0
2019-05-23,643.0,2019-05-20,4682.0,669.0
2019-05-24,77.0,2019-05-20,4682.0,669.0
2019-05-25,464.0,2019-05-20,4682.0,669.0
2019-05-26,1799.0,2019-05-20,4682.0,669.0
2019-05-27,571.0,2019-05-27,26899.0,3843.0
2019-05-28,275.0,2019-05-27,26899.0,3843.0
2019-05-29,3482.0,2019-05-27,26899.0,3843.0
2019-05-30,6533.0,2019-05-27,26899.0,3843.0
2019-05-31,6432.0,2019-05-27,26899.0,3843.0
2019-06-01,7601.0,2019-05-27,26899.0,3843.0
2019-06-02,2005.0,2019-05-27,26899.0,3843.0
2019-06-03,3959.0,2019-06-03,36356.0,5194.0
2019-06-04,4116.0,2019-06-03,36356.0,5194.0
2019-06-05,1317.0,2019-06-03,36356.0,5194.0
2019-06-06,5504.0,2019-06-03,36356.0,5194.0
2019-06-07,11642.0,2019-06-03,36356.0,5194.0
2019-06-08,1869.0,2019-06-03,36356.0,5194.0
2019-06-09,7949.0,2019-06-03,36356.0,5194.0
2019-06-10,1194.0,2019-06-10,38682.0,5526.0
2019-06-11,2771.0,2019-06-10,38682.0,5526.0
2019-06-12,6453.0,2019-06-10,38682.0,5526.0
2019-06-13,6296.0,2019-06-10,38682.0,5526.0
2019-06-14,7847.0,2019-06-10,38682.0,5526.0
2019-06-15,6160.0,2019-06-10,38682.0,5526.0
2019-06-16,7961.0,2019-06-10,38682.0,5526.0
2019-06-17,5268.0,2019-06-17,59192.0,8456.0
2019-06-18,10658.0,2019-06-17,59192.0,8456.0
2019-06-19,8456.0,2019-06-17,59192.0,8456.0
2019-06-20,9240.0,2019-06-17,59192.0,8456.0
2019-06-21,6021.0,2019-06-17,59192.0,8456.0
2019-06-22,9804.0,2019-06-17,59192.0,8456.0
2019-06-23,9745.0,2019-06-17,59192.0,8456.0
2019-06-24,9999.0,2019-06-24,56199.0,8028.0
2019-06-25,13273.0,2019-06-24,56199.0,8028.0
2019-06-26,6308.0,2019-06-24,56199.0,8028.0
2019-06-27,553.0,2019-06-24,56199.0,8028.0
2019-06-28,3789.0,2019-06-24,56199.0,8028.0
2019-06-29,8753.0,2019-06-24,56199.0,8028.0
2019-06-30,13524.0,2019-06-24,56199.0,8028.0
2019-07-01,5097.0,2019-07-01,37874.0,5411.0
2019-07-02,9037.0,2019-07-01,37874.0,5411.0
2019-07-03,8330.0,2019-07-01,37874.0,5411.0
2019-07-04,1997.0,2019-07-01,37874.0,5411.0
2019-07-05,10218.0,2019-07-01,37874.0,5411.0
2019-07-06,30.0,2019-07-01,37874.0,5411.0
2019-07-07,3165.0,2019-07-01,37874.0,5411.0
2019-07-08,3008.0,2019-07-08,21612.0,3087.0
2019-07-09,115.0,2019-07-08,21612.0,3087.0
2019-07-10,2310.0,2019-07-08,21612.0,3087.0
2019-07-11,5731.0,2019-07-08,21612.0,3087.0
2019-07-12,4608.0,2019-07-08,21612.0,3087.0
2019-07-13,35.0,2019-07-08,21612.0,3087.0
2019-07-14,5805.0,2019-07-08,21612.0,3087.0
2019-07-15,15840.0,2019-07-15,54859.0,7837.0
2019-07-16,9142.0,2019-07-15,54859.0,7837.0
2019-07-17,11554.0,2019-07-15,54859.0,7837.0
2019-07-18,3019.0,2019-07-15,54859.0,7837.0
2019-07-19,10378.0,2019-07-15,54859.0,7837.0
2019-07-20,3539.0,2019-07-15,54859.0,7837.0
2019-07-21,1387.0,2019-07-15,54859.0,7837.0
2019-07-22,5479.0,2019-07-22,30049.0,4293.0
2019-07-23,3192.0,2019-07-22,30049.0,4293.0
2019-07-24,429.0,2019-07-22,30049.0,4293.0
2019-07-25,6806.0,2019-07-22,30049.0,4293.0
2019-07-26,5511.0,2019-07-22,30049.0,4293.0
2019-07-27,4293.0,2019-07-22,30049.0,4293.0
2019-07-28,4339.0,2019-07-22,30049.0,4293.0
2019-07-29,3974.0,2019-07-29,53563.0,7652.0
2019-07-30,3993.0,2019-07-29,53563.0,7652.0
2019-07-31,8273.0,2019-07-29,53563.0,7652.0
2019-08-01,21837.0,2019-07-29,53563.0,7652.0
2019-08-02,8296.0,2019-07-29,53563.0,7652.0
2019-08-03,2074.0,2019-07-29,53563.0,7652.0
2019-08-04,5116.0,2019-07-29,53563.0,7652.0
2019-08-05,6552.0,2019-08-05,45419.0,6488.0
2019-08-06,5003.0,2019-08-05,45419.0,6488.0
2019-08-07,7384.0,2019-08-05,45419.0,6488.0
2019-08-08,9698.0,2019-08-05,45419.0,6488.0
2019-08-09,6779.0,2019-08-05,45419.0,6488.0
2019-08-10,3327.0,2019-08-05,45419.0,6488.0
2019-08-11,6676.0,2019-08-05,45419.0,6488.0
2019-08-12,4548.0,2019-08-12,30453.0,4350.0
2019-08-13,6818.0,2019-08-12,30453.0,4350.0
2019-08-14,4897.0,2019-08-12,30453.0,4350.0
2019-08-15,4676.0,2019-08-12,30453.0,4350.0
2019-08-16,5478.0,2019-08-12,30453.0,4350.0
2019-08-17,17.0,2019-08-12,30453.0,4350.0
2019-08-18,4019.0,2019-08-12,30453.0,4350.0
2019-08-19,3648.0,2019-08-19,31470.0,4496.0
2019-08-20,4303.0,2019-08-19,31470.0,4496.0
2019-08-21,9050.0,2019-08-19,31470.0,4496.0
2019-08-22,6480.0,2019-08-19,31470.0,4496.0
2019-08-23,1629.0,2019-08-19,31470.0,4496.0
2019-08-24,4471.0,2019-08-19,31470.0,4496.0
2019-08-25,1889.0,2019-08-19,31470.0,4496.0
2019-08-26,451.0,2019-08-26,25846.0,3692.0
2019-08-27,6893.0,2019-08-26,25846.0,3692.0
2019-08-28,8015.0,2019-08-26,25846.0,3692.0
2019-08-29,135.0,2019-08-26,25846.0,3692.0
2019-08-30,1121.0,2019-08-26,25846.0,3692.0
2019-08-31,3692.0,2019-08-26,25846.0,3692.0
2019-09-01,5539.0,2019-08-26,25846.0,3692.0
2019-09-02,1700.0,2019-09-02,26712.0,3816.0
2019-09-03,6612.0,2019-09-02,26712.0,3816.0
2019-09-04,5662.0,2019-09-02,26712.0,3816.0
2019-09-05,5378.0,2019-09-02,26712.0,3816.0
2019-09-06,1752.0,2019-09-02,26712.0,3816.0
2019-09-07,1875.0,2019-09-02,26712.0,3816.0
2019-09-08,3733.0,2019-09-02,26712.0,3816.0
2019-09-09,5424.0,2019-09-09,51111.0,7302.0
2019-09-10,10142.0,2019-09-09,51111.0,7302.0
2019-09-11,11230.0,2019-09-09,51111.0,7302.0
2019-09-12,4705.0,2019-09-09,51111.0,7302.0
2019-09-13,5137.0,2019-09-09,51111.0,7302.0
2019-09-14,6648.0,2019-09-09,51111.0,7302.0
2019-09-15,7825.0,2019-09-09,51111.0,7302.0
2019-09-16,5573.0,2019-09-16,27095.0,3871.0
2019-09-17,4226.0,2019-09-16,27095.0,3871.0
2019-09-18,10930.0,2019-09-16,27095.0,3871.0
2019-09-19,543.0,2019-09-16,27095.0,3871.0
2019-09-20,59.0,2019-09-16,27095.0,3871.0
2019-09-21,2776.0,2019-09-16,27095.0,3871.0
2019-09-22,2988.0,2019-09-16,27095.0,3871.0
2019-09-23,6386.0,2019-09-23,26963.0,3852.0
2019-09-24,3010.0,2019-09-23,26963.0,3852.0
2019-09-25,1926.0,2019-09-23,26963.0,3852.0
2019-09-26,6241.0,2019-09-23,26963.0,3852.0
2019-09-27,4393.0,2019-09-23,26963.0,3852.0
2019-09-28,1742.0,2019-09-23,26963.0,3852.0
2019-09-29,3265.0,2019-09-23,26963.0,3852.0
2019-09-30,501.0,2019-09-30,20592.0,2942.0
2019-10-01,16.0,2019-09-30,20592.0,2942.0
2019-10-02,4942.0,2019-09-30,20592.0,2942.0
2019-10-03,5683.0,2019-09-30,20592.0,2942.0
2019-10-04,3088.0,2019-09-30,20592.0,2942.0
2019-10-05,2542.0,2019-09-30,20592.0,2942.0
2019-10-06,3820.0,2019-09-30,20592.0,2942.0
2019-10-07,18.0,2019-10-07,27544.0,3935.0
2019-10-08,6404.0,2019-10-07,27544.0,3935.0
2019-10-09,4446.0,2019-10-07,27544.0,3935.0
2019-10-10,5781.0,2019-10-07,27544.0,3935.0
2019-10-11,3035.0,2019-10-07,27544.0,3935.0
2019-10-12,3935.0,2019-10-07,27544.0,3935.0
2019-10-13,3925.0,2019-10-07,27544.0,3935.0
2019-10-14,1353.0,2019-10-14,37101.0,5300.0
2019-10-15,8558.0,2019-10-14,37101.0,5300.0
2019-10-16,11700.0,2019-10-14,37101.0,5300.0
2019-10-17,2710.0,2019-10-14,37101.0,5300.0
2019-10-18,4485.0,2019-10-14,37101.0,5300.0
2019-10-19,3623.0,2019-10-14,37101.0,5300.0
2019-10-20,4672.0,2019-10-14,37101.0,5300.0
2019-10-21,1718.0,2019-10-21,45933.0,6562.0
2019-10-22,11700.0,2019-10-21,45933.0,6562.0
2019-10-23,13095.0,2019-10-21,45933.0,6562.0
2019-10-24,5172.0,2019-10-21,45933.0,6562.0
2019-10-25,7787.0,2019-10-21,45933.0,6562.0
2019-10-26,2382.0,2019-10-21,45933.0,6562.0
2019-10-27,4079.0,2019-10-21,45933.0,6562.0
2019-10-28,1363.0,2019-10-28,23508.0,3358.0
2019-10-29,7667.0,2019-10-28,23508.0,3358.0
2019-10-30,3917.0,2019-10-28,23508.0,3358.0
2019-10-31,6305.0,2019-10-28,23508.0,3358.0
2019-11-01,461.0,2019-10-28,23508.0,3358.0
2019-11-02,104.0,2019-10-28,23508.0,3358.0
2019-11-03,3691.0,2019-10-28,23508.0,3358.0
2019-11-04,1585.0,2019-11-04,36866.0,5267.0
2019-11-05,8162.0,2019-11-04,36866.0,5267.0
2019-11-06,8058.0,2019-11-04,36866.0,5267.0
2019-11-07,3002.0,2019-11-04,36866.0,5267.0
2019-11-08,2389.0,2019-11-04,36866.0,5267.0
2019-11-09,8262.0,2019-11-04,36866.0,5267.0
2019-11-10,5408.0,2019-11-04,36866.0,5267.0
2019-11-11,7028.0,2019-11-11,37420.0,5346.0
2019-11-12,6748.0,2019-11-11,37420.0,5346.0
2019-11-13,4123.0,2019-11-11,37420.0,5346.0
2019-11-14,1006.0,2019-11-11,37420.0,5346.0
2019-11-15,5605.0,2019-11-11,37420.0,5346.0
2019-11-16,7520.0,2019-11-11,37420.0,5346.0
2019-11-17,5390.0,2019-11-11,37420.0,5346.0
2019-11-18,7332.0,2019-11-18,38914.0,5559.0
2019-11-19,5102.0,2019-11-18,38914.0,5559.0
2019-11-20,1870.0,2019-11-18,38914.0,5559.0
2019-11-21,6741.0,2019-11-18,38914.0,5559.0
2019-11-22,4661.0,2019-11-18,38914.0,5559.0
2019-11-23,8651.0,2019-11-18,38914.0,5559.0
2019-11-24,4557.0,2019-11-18,38914.0,5559.0
2019-11-25,2351.0,2019-11-25,40925.0,5846.0
2019-11-26,3031.0,2019-11-25,40925.0,5846.0
2019-11-27,37.0,2019-11-25,40925.0,5846.0
2019-11-28,12399.0,2019-11-25,40925.0,5846.0
2019-11-29,14046.0,2019-11-25,40925.0,5846.0
2019-11-30,5846.0,2019-11-25,40925.0,5846.0
2019-12-01,3215.0,2019-11-25,40925.0,5846.0
2019-12-02,598.0,2019-12-02,32886.0,4698.0
2019-12-03,6054.0,2019-12-02,32886.0,4698.0
2019-12-04,8425.0,2019-12-02,32886.0,4698.0
2019-12-05,3583.0,2019-12-02,32886.0,4698.0
2019-12-06,5142.0,2019-12-02,32886.0,4698.0
2019-12-07,65.0,2019-12-02,32886.0,4698.0
2019-12-08,9019.0,2019-12-02,32886.0,4698.0
2019-12-09,15862.0,2019-12-09,41088.0,5870.0
2019-12-10,2111.0,2019-12-09,41088.0,5870.0
2019-12-11,3256.0,2019-12-09,41088.0,5870.0
2019-12-12,6440.0,2019-12-09,41088.0,5870.0
2019-12-13,3074.0,2019-12-09,41088.0,5870.0
2019-12-14,6790.0,2019-12-09,41088.0,5870.0
2019-12-15,3555.0,2019-12-09,41088.0,5870.0
2019-12-16,6780.0,2019-12-16,38284.0,5469.0
2019-12-17,5641.0,2019-12-16,38284.0,5469.0
2019-12-18,8213.0,2019-12-16,38284.0,5469.0
2019-12-19,5366.0,2019-12-16,38284.0,5469.0
2019-12-20,7667.0,2019-12-16,38284.0,5469.0
2019-12-21,32.0,2019-12-16,38284.0,5469.0
2019-12-22,4585.0,2019-12-16,38284.0,5469.0
2019-12-23,16236.0,2019-12-23,37973.0,5425.0
2019-12-24,5848.0,2019-12-23,37973.0,5425.0
2019-12-25,17.0,2019-12-23,37973.0,5425.0
2019-12-26,5425.0,2019-12-23,37973.0,5425.0
2019-12-27,7533.0,2019-12-23,37973.0,5425.0
2019-12-28,206.0,2019-12-23,37973.0,5425.0
2019-12-29,2708.0,2019-12-23,37973.0,5425.0
2019-12-30,2980.0,2019-12-30,37417.0,5345.0
2019-12-31,10465.0,2019-12-30,37417.0,5345.0
2020-01-01,5345.0,2019-12-30,37417.0,5345.0
2020-01-02,3788.0,2019-12-30,37417.0,5345.0
2020-01-03,11861.0,2019-12-30,37417.0,5345.0
2020-01-04,302.0,2019-12-30,37417.0,5345.0
2020-01-05,2676.0,2019-12-30,37417.0,5345.0
2020-01-06,526.0,2020-01-06,38678.0,5525.0
2020-01-07,5268.0,2020-01-06,38678.0,5525.0
2020-01-08,6521.0,2020-01-06,38678.0,5525.0
2020-01-09,12450.0,2020-01-06,38678.0,5525.0
2020-01-10,11595.0,2020-01-06,38678.0,5525.0
2020-01-11,122.0,2020-01-06,38678.0,5525.0
2020-01-12,2196.0,2020-01-06,38678.0,5525.0
2020-01-13,2096.0,2020-01-13,17151.0,2450.0
2020-01-14,2857.0,2020-01-13,17151.0,2450.0
2020-01-15,3788.0,2020-01-13,17151.0,2450.0
2020-01-16,1827.0,2020-01-13,17151.0,2450.0
2020-01-17,2107.0,2020-01-13,17151.0,2450.0
2020-01-18,1778.0,2020-01-13,17151.0,2450.0
2020-01-19,2698.0,2020-01-13,17151.0,2450.0
2020-01-20,5221.0,2020-01-20,21269.0,3038.0
2020-01-21,3183.0,2020-01-20,21269.0,3038.0
2020-01-22,573.0,2020-01-20,21269.0,3038.0
2020-01-23,1873.0,2020-01-20,21269.0,3038.0
2020-01-24,3967.0,2020-01-20,21269.0,3038.0
2020-01-25,32.0,2020-01-20,21269.0,3038.0
2020-01-26,6420.0,2020-01-20,21269.0,3038.0
2020-01-27,7717.0,2020-01-27,29394.0,4199.0
2020-01-28,659.0,2020-01-27,29394.0,4199.0
2020-01-29,2822.0,2020-01-27,29394.0,4199.0
